"","TurnSeq","Speaker","Utterance","IUSeq"
"834",330,"F3:"," (.) 因為 他 那 個",834
"835",330,"F3:"," (.) 嘴巴 破掉 吃 早餐 比較 慢",835
"836",330,"F3:"," (.) 所以 他 要 5 點 30 分 起床 這樣",836
"837",331,"F2:"," (.) 他 是 真的 沒 什麼 事",837
"838",332,"F1:"," [@@@=]",838
"839",334,"F2:"," (.) 他 的 [言",839
"840",334,"F2:"," (.) 用字 當中]",840
"841",333,"F3:"," (.) 可是 我 覺得 他 心情 就 很 煩悶 的 感覺",841
"842",334,"F2:"," (.) 就 從 他 的 言談 當",842
"843",334,"F2:"," (.) 嗯",843
"844",335,"F3:"," [對 他 就 寫 說] uh",844
"845",335,"F3:"," (.) 就是",845
"846",335,"F3:"," (.) 嗯 我 動作 很 慢 都 要 到 最後 一刻 才 要 開始 趕",846
"847",335,"F3:"," (.) 然後 要不然 就 寫 說 嗯",847
"848",335,"F3:"," (...) 寫 說 他 最近",848
"849",335,"F3:"," (.) 就是 都 一直 那 個",849
"850",335,"F3:"," (.) 寫 報告 寫 到 很 晚",850
"851",335,"F3:"," (.) 要 寫 什麼 歷史 作業 啊 地理 作業 啊",851
"852",335,"F3:"," (.) 然後 寫 說",852
"853",335,"F3:"," (.) 嗯 就是",853
"854",335,"F3:"," (.) 之後 還",854
"855",335,"F3:"," (.) 可能 還會 有 更 多 事情 吧",855
"856",335,"F3:"," (.) 麻煩 死 了",856
"857",335,"F3:"," (.) 他 那 個 死 了 啊",857
"858",335,"F3:"," (.) 在 他 那 一 篇 文章 裡面 [2就 出現 了2] 兩次",858
"859",336,"F2:"," [2很多 次2]",859
"860",337,"F2:"," (.) 喔",860
"861",338,"F3:"," (.) 然後 就 覺得",861
"862",338,"F3:"," (.) 而且 都 在 結尾",862
"863",340,"F3:"," [兩 段] [2的 結尾2]",863
"864",342,"F2:"," (.) [2麻煩 死 了",864
"865",342,"F2:"," (.) 這樣2]",865
"866",341,"F1:"," [@@@]",866
"867",342,"F2:"," (...) 討厭 死 了",867
"868",342,"F2:"," (.) 喔",868
"869",343,"F3:"," [2可是 我",869
"870",343,"F3:"," (.) 可是 他2] 是 男生 ne",870
"871",343,"F3:"," (.) 而且",871
"872",343,"F3:"," (.) 就是",872
"873",344,"F2:"," (.) ei 對 喔",873
"874",344,"F2:"," (.) 死 了 感覺 好像 女生 的 耶",874
"875",345,"F1:"," (.) [對 啊]",875
"876",346,"F3:"," [對 啊]",876
"877",347,"F2:"," [對 啊]",877
"878",352,"F3:"," (.) [真的 有] 一 點 怪怪 的",878
"879",348,"F3:"," (.) 哎 啊 討厭 死 了",879
"880",348,"F3:"," (.) 這 樣子 [2## ##2] 是 男生 而且 他",880
"881",349,"F2:"," [2@@@2]",881
"882",348,"F3:"," (...) 他 就是",882
"883",348,"F3:"," (.) 憨憨厚厚 的 感覺",883
"884",348,"F3:"," (.) 不 會 給 人家 覺得 他 會 這樣",884
"885",348,"F3:"," (.) 然後 他 又 講到 說 就是",885
"886",348,"F3:"," (.) 他 最近 都",886
"887",348,"F3:"," (.) uh",887
"888",348,"F3:"," (.) 常常 睡覺 睡到 一半 然後 醒 過來 這 樣子",888
"889",350,"F1:"," [2@@@2]",889
"890",354,"F3:"," (.) 看 他 本人 的 時候 跟 他 講 話 我 覺得 還 [2不 錯 啊2]",890
"891",351,"F1:"," (.) 他 是 不是 有 憂鬱症",891
"892",352,"F3:"," (.) 沒有 我 就 覺得",892
"893",353,"F2:"," [怎麼 ## 囉]",893
"894",356,"F3:"," (.) [不是 那 種] 真的 很 少 的 感覺",894
"895",354,"F3:"," (.) 然後",895
"896",354,"F3:"," (.) 可是 我",896
"897",354,"F3:"," (.) 我 見",897
"898",355,"F2:"," [2也 還 好2]",898
"899",358,"F3:"," (...) 我 也 不 知[2道 欸2]",899
"900",356,"F3:"," (.) 也 還 好 他",900
"901",356,"F3:"," (.) 他 話 沒有 很多 可是",901
"902",357,"F2:"," [就 正常]",902
"903",362,"F2:"," (.) 煩到 不 知道 要 寫 什麼 只好 寫 這 個 [@@]",903
"904",358,"F3:"," (.) 對",904
"905",358,"F3:"," (.) 那 後來 那 男生 有些 比較 悶 嘛",905
"906",358,"F3:"," (.) 然後 他 又",906
"907",358,"F3:"," (.) 他 又 不是 那 種 感覺",907
"908",359,"F2:"," [2哇 沒 想到2] 週記",908
"909",364,"F1:"," (.) 因為 不 知道 要 寫 什麼 [2而 煩2]",909
"910",359,"F2:"," (.) 真的 會 發揮 某 種 [3功能3]",910
"911",360,"F1:"," [3對 啊3]",911
"912",361,"F3:"," (.) 我 就 在 想 他 到底 是 真的 沒有 什麼 事寫 才 要 寫 那些",912
"913",361,"F3:"," (.) 還 是 他 真的 很 煩",913
"914",362,"F2:"," (...) 會 不 會 兩 個 都 有 啊",914
"915",362,"F2:"," (.) 沒 什",915
"916",362,"F2:"," (.) 就 很 煩 然後",916
"917",363,"F1:"," [@@]",917
"918",370,"F2:"," (.) [所以 第二]",918
"919",365,"F3:"," [2@@@=2]",919
"920",372,"F2:"," (.) @ [2@ 這樣 講2] 真的 不 一樣",920
"921",366,"F2:"," (.) @@@",921
"922",367,"F3:"," (...) 不 知道 欸",922
"923",368,"F2:"," (...) (3. 5) ei 附中 現在 第幾 志願 啊",923
"924",369,"F3:"," (.) um 第三",924
"925",371,"F3:"," [然後 我們 校長] 就 會說 什麼 前 三 志願",925
"926",376,"F1:"," (.) [非常 的 奇怪]",926
"927",373,"F1:"," [2## 現在2]",927
"928",374,"F1:"," (.) 上次 我們 老師 說",928
"929",374,"F1:"," (.) 我們 老師 學 那 個",929
"930",374,"F1:"," (.) 統計 的",930
"931",374,"F1:"," (...) 他 說 其實",931
"932",374,"F1:"," (...) 他 說 現在 就是",932
"933",374,"F1:"," (...) 他 說 現在 的 那 個 學",933
"934",374,"F1:"," (...) 那 個",934
"935",374,"F1:"," (.) 聯考 喔",935
"936",374,"F1:"," (...) 就是 那 叫 什麼",936
"937",374,"F1:"," (...) 基測 喔",937
"938",375,"F2:"," (.) um",938
"939",377,"F2:"," [基本 學力 測驗]",939
"940",390,"F2:"," (.) [喔]",940
"941",378,"F1:"," (.) 就是 當初",941
"942",378,"F1:"," (...) 為什麼 要 有 基測",942
"943",378,"F1:"," (...) 要 基測 是 因為 要 那 個",943
"944",379,"F2:"," (.) 廢除 聯考",944
"945",380,"F3:"," (.) 門檻 嗎",945
"946",381,"F1:"," (.) uh",946
"947",381,"F1:"," (...) 要 那 個",947
"948",381,"F1:"," (...) 高中 社區化",948
"949",382,"F3:"," (.) 喔 對 啊",949
"950",383,"F1:"," (.) 就 等於 說",950
"951",383,"F1:"," (...) 它 要 讓",951
"952",383,"F1:"," (...) 它 那 個 基測 的",952
"953",384,"F2:"," (.) 打破 明星 學校 是 不是",953
"954",385,"F1:"," (.) 對",954
"955",385,"F1:"," (.) 就是",955
"956",385,"F1:"," (.) 有點 像 是 說",956
"957",385,"F1:"," (...) 你 今天 這個 考試 只是 證明",957
"958",385,"F1:"," (...) 你",958
"959",385,"F1:"," (.) 國中 三年 的 基礎 都 有 打 好",959
"960",385,"F1:"," (...) 可是 它 其實 沒有 辦法",960
"961",386,"F3:"," (...) 沒有 鑑別度",961
"962",387,"F1:"," (.) 對",962
"963",387,"F1:"," (.) 它 沒有 辦法 區分 出 誰",963
"964",387,"F1:"," (.) 才 是 最 優秀 的",964
"965",387,"F1:"," (...) 所以 有人 說 大家 考 細心 嘛",965
"966",387,"F1:"," (.) 所以 就是",966
"967",387,"F1:"," (.) 大概",967
"968",387,"F1:"," (.) 你 看 得 出來",968
"969",387,"F1:"," (.) 大概 前三 志願",969
"970",387,"F1:"," (.) 考 細心",970
"971",387,"F1:"," (.) 也許 你 錯 了 一 題 兩題",971
"972",387,"F1:"," (.) 你 變成 第二 志願",972
"973",388,"F2:"," (.) um",973
"974",389,"F1:"," (.) 然後 你",974
"975",389,"F1:"," (.) 你 今天 很 細心 你 變 第一 志願",975
"976",389,"F1:"," (...) 再 粗心 一 點 就 (變) 第三 志 願",976
"977",389,"F1:"," (...) 第三 志願 以後 所有 的 志願 全部 打亂 就是",977
"978",389,"F1:"," (...) 你 根本",978
"979",389,"F1:"," (...) 所以 等於 說 這 四",979
"980",389,"F1:"," (...) 四",980
"981",389,"F1:"," (.) 這 前 三 志願 後面 的 學校 收到 的 學生 都 是",981
"982",389,"F1:"," (.) 有點 像 亂數 了",982
"983",391,"F1:"," [就是] 它 沒有 辦法 很 肯定 說 它 今天 收到 的 學生 是",983
"984",393,"F1:"," (.) 所以 就 達到 什麼 [社區化 的]",984
"985",391,"F1:"," (...) 好 的 或 是 不 好 的",985
"986",391,"F1:"," (...) 然後 有",986
"987",391,"F1:"," (.) 甚至 有些 人 他 可能 會",987
"988",391,"F1:"," (...) 他 今天 考",988
"989",391,"F1:"," (...) 他 可能 考 原本 是",989
"990",391,"F1:"," (...) 第四 志願 的",990
"991",392,"F2:"," (.) um",991
"992",393,"F1:"," (.) 他 的 成績 也許 到 第四 志願",992
"993",393,"F1:"," (.) 可是 他 想 說",993
"994",393,"F1:"," (...) 哎啊 第四 跟 第五 也 沒差",994
"995",393,"F1:"," (.) 他 就 唸 他 家裡 附近 的 學校",995
"996",394,"F3:"," [@@]",996
"997",396,"F1:"," (.) [目的]",997
"998",395,"F2:"," (.) 喔",998
"999",397,"F3:"," [第三]",999
"1000",399,"F3:"," (.) [社區化]",1000
"1001",397,"F3:"," (.) 前三 志願",1001
"1002",397,"F3:"," (...) 之外 的",1002
"1003",398,"F1:"," (...) 對 對 對",1003
"1004",400,"F2:"," [就 沒 差]",1004
"1005",406,"F2:"," (.) 但 [就是 不 想 唸 然後 ##]",1005
"1006",401,"F1:"," (.) 社區化 了",1006
"1007",401,"F1:"," (.) 對 啊",1007
"1008",402,"F2:"," (.) 可是 真正",1008
"1009",402,"F2:"," (.) 根深蒂固 的 那些 明星 學校 反而 更",1009
"1010",402,"F2:"," (.) 就是 沒有 什麼 差",1010
"1011",403,"F3:"," (.) 其實 沒有 差",1011
"1012",404,"F1:"," (.) 就是",1012
"1013",404,"F1:"," (.) 前 三 志願 沒有 差",1013
"1014",404,"F1:"," (.) 就是 前 三 志願 都 是",1014
"1015",404,"F1:"," (.) 混 著",1015
"1016",404,"F1:"," (...) 然後",1016
"1017",404,"F1:"," (.) 前 三 志願 以後 也 是 混 著",1017
"1018",405,"F3:"," (.) 就是 像",1018
"1019",405,"F3:"," (.) 為什麼 我們 說 我們 是",1019
"1020",405,"F3:"," (.) 前 三 志願 是 因為",1020
"1021",405,"F3:"," (.) 也 有 那 種",1021
"1022",405,"F3:"," (.) 成績 到",1022
"1023",405,"F3:"," (...) 第一 志願 第二 志願",1023
"1024",406,"F2:","(.)但 [就是 不 想 唸 然後 ##]",1024
"1025",407,"F3:"," [可能 還 是 來 唸]",1025
"1026",408,"F3:"," (.) um",1026
