turnSeq,unitSeq,participant,text
1,1,M:,(.)
1,1,M:,在
1,1,M:,美容院
1,1,M:,—
1,2,M:,(.)
1,2,M:,在
1,2,M:,美容
1,2,M:,公司
1,2,M:,上班
1,2,M:,.
2,3,F:,(...)
2,3,F:,喔
2,3,F:,.
3,4,M:,(...)
3,4,M:,內湖
3,4,M:,.
4,5,F:,(...)
4,5,F:,[很]
4,5,F:,遠
4,5,F:,嗎
4,5,F:,?
5,6,M:,[ch-]
5,6,M:,—
5,7,M:,(...)
5,7,M:,超
5,7,M:,遠
5,7,M:,.
6,8,F:,(...)
6,8,F:,在
6,8,F:,哪
6,8,F:,","
6,9,F:,(...)
6,9,F:,你
6,9,F:,等
6,9,F:,[2下]
6,9,F:,要
6,9,F:,拿去
6,9,F:,丟
6,9,F:,嗎
6,9,F:,.
7,10,M:,[2就]
7,10,M:,—
8,11,M:,(.)
8,11,M:,就
8,11,M:,差不多
8,11,M:,到
8,11,M:,那
8,11,M:,個
8,11,M:,啊
8,11,M:,","
9,12,F:,(...)
9,12,F:,你
9,12,F:,[等
9,12,F:,下
9,12,F:,要
9,12,F:,幫
9,12,F:,我
9,12,F:,拿去
9,12,F:,丟
9,12,F:,嗎]
9,12,F:,.
10,13,M:,[等
10,13,M:,下
10,13,M:,拿
10,13,M:,回去
10,13,M:,宿舍]
10,13,M:,","
10,14,M:,(.)
10,14,M:,拿
10,14,M:,回去
10,14,M:,宿舍
10,14,M:,丟
10,14,M:,.
11,15,F:,(.)
11,15,F:,好
11,15,F:,","
11,16,F:,(.)
11,16,F:,<L3
11,16,F:,感謝
11,16,F:,L3>
11,16,F:,","
12,17,M:,(...)
12,17,M:,那
12,17,M:,就
12,17,M:,差不多
12,17,M:,到
12,17,M:,那
12,17,M:,個
12,17,M:,","
12,18,M:,(...)
12,18,M:,就
12,18,M:,—
12,19,M:,(.)
12,19,M:,快
12,19,M:,到
12,19,M:,那
12,19,M:,個
12,19,M:,圓環
12,19,M:,啊
12,19,M:,.
13,20,F:,(...)
13,20,F:,喔
13,20,F:,.
13,21,F:,(...)
13,21,F:,[2哪
13,21,F:,一
13,21,F:,個]
13,21,F:,圓環
13,21,F:,","
14,22,M:,[2##]
14,22,M:,","
14,23,M:,(.)
14,23,M:,快
14,23,M:,到
14,23,M:,康寧
14,23,M:,護校
14,23,M:,那
14,23,M:,個
14,23,M:,圓環
14,23,M:,—
15,24,F:,(.)
15,24,F:,ha
15,24,F:,?
15,25,F:,(.)
15,25,F:,什麼
15,25,F:,","
15,26,F:,(...)
15,26,F:,好
15,26,F:,遠
15,26,F:,喔
15,26,F:,.
16,27,M:,(.)
16,27,M:,那
16,27,M:,很
16,27,M:,遠
16,27,M:,啊
16,27,M:,?
16,28,M:,(.)
16,28,M:,超
16,28,M:,遠
16,28,M:,的
16,28,M:,啊
16,28,M:,?
17,29,F:,(...)
17,29,F:,真的
17,29,F:,","
18,30,M:,(.)
18,30,M:,從
