turnSeq,unitSeq,participant,text
1,1,F:,(.)
1,1,F:,而且
1,1,F:,我
1,1,F:,發覺
1,1,F:,啊
1,1,F:,.
1,2,F:,(.)
1,2,F:,現在
1,2,F:,不是
1,2,F:,都
1,2,F:,有
1,2,F:,很多
1,2,F:,部落客
1,2,F:,在
1,2,F:,寫
1,2,F:,[那種]
1,2,F:,—
2,3,M:,[嗯]
2,3,M:,.
1,4,F:,(.)
1,4,F:,什麼
1,4,F:,推薦
1,4,F:,文
1,4,F:,啊
1,4,F:,","
1,5,F:,(.)
1,5,F:,什麼
1,5,F:,的
1,5,F:,.
3,6,F:,(.)
3,6,F:,他們
3,6,F:,那些
3,6,F:,人
3,6,F:,都
3,6,F:,","
3,7,F:,(...)
3,7,F:,都
3,7,F:,不約而同
3,7,F:,會
3,7,F:,同時
3,7,F:,","
3,8,F:,(...)
3,8,F:,就是
3,8,F:,大概
3,8,F:,那
3,8,F:,個
3,8,F:,時間
3,8,F:,都
3,8,F:,推薦
3,8,F:,同
3,8,F:,一
3,8,F:,間
3,8,F:,店
3,8,F:,.
4,9,M:,(.)
4,9,M:,mhm
4,9,M:,.
5,10,F:,(.)
5,10,F:,就
5,10,F:,大概
5,10,F:,都
5,10,F:,是
5,10,F:,那些
5,10,F:,店
5,10,F:,同時間
5,10,F:,[2找]
5,10,F:,他們
5,10,F:,","
6,11,M:,[2對
6,11,M:,啊]
6,11,M:,","
5,12,F:,(...)
5,12,F:,那
5,12,F:,個
5,12,F:,嗎
5,12,F:,?
6,13,M:,(...)
6,13,M:,差不多
6,13,M:,.
7,14,F:,(.)
7,14,F:,可是
7,14,F:,有人
7,14,F:,會
7,14,F:,因為
7,14,F:,這樣
7,14,F:,","
7,15,F:,(.)
7,15,F:,然後
7,15,F:,就
7,15,F:,真的
7,15,F:,去
7,15,F:,買
7,15,F:,","
7,16,F:,去
7,16,F:,那
7,16,F:,個
7,16,F:,","
8,17,M:,(.)
8,17,M:,會
8,17,M:,啊
8,17,M:,.
8,18,M:,(...)
8,18,M:,不然
8,18,M:,為什麼
8,18,M:,那些
8,18,M:,部落客
8,18,M:,那麼
8,18,M:,紅
8,18,M:,.
9,19,F:,(...)
9,19,F:,好
9,19,F:,—
9,20,F:,(.)
9,20,F:,好
9,20,F:,無聊
9,20,F:,.
9,21,F:,(...)
9,21,F:,可是
9,21,F:,那
9,21,F:,畢竟
9,21,F:,","
9,22,F:,(...)
9,22,F:,不
9,22,F:,是
9,22,F:,真實
9,22,F:,的
9,22,F:,生活
9,22,F:,","
9,23,F:,(.)
9,23,F:,真實
9,23,F:,的
9,23,F:,生活
9,23,F:,根本
9,23,F:,不
9,23,F:,會
9,23,F:,那麼樣
9,23,F:,啊
9,23,F:,.
10,24,M:,(...)
10,24,M:,mhm
10,24,M:,.
11,25,F:,(.)
11,25,F:,我
11,25,F:,不
11,25,F:,是
11,25,F:,跟
11,25,F:,你
11,25,F:,說
11,25,F:,我
11,25,F:,跟
11,25,F:,小氣鬼
11,25,F:,討論過
11,25,F:,那
11,25,F:,話題
11,25,F:,.
11,26,F:,(.)
11,26,F:,就
11,26,F:,說
11,26,F:,這些
11,26,F:,部落客
11,26,F:,到底
11,26,F:,平常
11,26,F:,都
11,26,F:,在
11,26,F:,幹
11,26,F:,嘛
11,26,F:,.
11,27,F:,(...)
11,27,F:,有的
11,27,F:,那
11,27,F:,樣子
11,27,F:,每天
11,27,F:,出
11,27,F:,—
11,28,F:,(.)
11,28,F:,出去
11,28,F:,吃
11,28,F:,喝
11,28,F:,玩
11,28,F:,樂
11,28,F:,.
11,29,F:,(...)
11,29,F:,uh
11,29,F:,歐洲
11,29,F:,的
11,29,F:,遊記
11,29,F:,也
11,29,F:,可以
11,29,F:,寫
11,29,F:,.
11,30,F:,(...)
11,30,F:,日本
11,30,F:,的
11,30,F:,也
11,30,F:,能
11,30,F:,寫
11,30,F:,.
11,31,F:,(...)
11,31,F:,然後
11,31,F:,東南亞
11,31,F:,的
11,31,F:,也
11,31,F:,寫
11,31,F:,.
11,32,F:,(.)
11,32,F:,台灣
11,32,F:,的
11,32,F:,也
11,32,F:,寫
11,32,F:,.
11,33,F:,(.)
11,33,F:,所有
11,33,F:,的
11,33,F:,飯店
11,33,F:,什麼
11,33,F:,她們
11,33,F:,都
11,33,F:,住過
11,33,F:,了
11,33,F:,.
12,34,M:,(.)
12,34,M:,mhm
12,34,M:,.
13,35,F:,(.)
13,35,F:,對
13,35,F:,啊
13,35,F:,.
13,36,F:,(...)
13,36,F:,她
13,36,F:,老公
13,36,F:,不
13,36,F:,知道
13,36,F:,到底
13,36,F:,在
13,36,F:,幹
13,36,F:,嘛
13,36,F:,.
14,37,M:,(.)
14,37,M:,@
15,38,F:,(.)
15,38,F:,或是
15,38,F:,她
15,38,F:,本身
15,38,F:,到底
15,38,F:,在
15,38,F:,幹
15,38,F:,嘛
15,38,F:,.
16,39,M:,(...)
16,39,M:,問號
16,39,M:,.
17,40,F:,(.)
17,40,F:,都
17,40,F:,不用
17,40,F:,賺錢
17,40,F:,","
17,41,F:,都
17,41,F:,不用
17,41,F:,生活
17,41,F:,了
17,41,F:,.
17,42,F:,(.)
17,42,F:,也
17,42,F:,都
17,42,F:,不用
17,42,F:,那
17,42,F:,個
17,42,F:,嗎
17,42,F:,.
18,43,M:,(.)
18,43,M:,沒有
18,43,M:,[啊]
18,43,M:,.
19,44,F:,[都]
19,44,F:,沒有
19,44,F:,現實
19,44,F:,的
19,44,F:,考量
19,44,F:,嗎
19,44,F:,?
20,45,M:,(.)
20,45,M:,偶爾
20,45,M:,一定
20,45,M:,都
20,45,M:,會
20,45,M:,有
20,45,M:,這
20,45,M:,種
20,45,M:,人
20,45,M:,啦
20,45,M:,.
20,46,M:,(...)
20,46,M:,可是
20,46,M:,那
20,46,M:,不
20,46,M:,代表
20,46,M:,","
20,47,M:,(...)
20,47,M:,大多數
20,47,M:,的
20,47,M:,人
20,47,M:,.
20,48,M:,(...)
20,48,M:,對
20,48,M:,啊
20,48,M:,.
21,49,F:,(...)
21,49,F:,可是
21,49,F:,應該
21,49,F:,也
21,49,F:,不
21,49,F:,會
21,49,F:,去
21,49,F:,羨慕
21,49,F:,才
21,49,F:,對
21,49,F:,啊
21,49,F:,.
22,50,M:,(...)
22,50,M:,妳
22,50,M:,看起來
22,50,M:,很
22,50,M:,羨慕
22,50,M:,@@
22,50,M:,","
23,51,F:,(...)
23,51,F:,可是
23,51,F:,那
23,51,F:,","
23,52,F:,(.)
23,52,F:,我
23,52,F:,覺得
23,52,F:,實際
23,52,F:,上
23,52,F:,","
23,53,F:,(.)
23,53,F:,應該
23,53,F:,不
23,53,F:,會
23,53,F:,是
23,53,F:,這樣
23,53,F:,.
24,54,M:,(.)
24,54,M:,沒有
24,54,M:,啊
24,54,M:,","
24,55,M:,(.)
24,55,M:,妳
24,55,M:,自己
24,55,M:,","
24,56,M:,(.)
24,56,M:,現在
24,56,M:,沒辦法
24,56,M:,那樣
24,56,M:,","
24,57,M:,(.)
24,57,M:,所以
24,57,M:,妳
24,57,M:,會
